Menu_Item_ID,Year,Restaurant_Item_Name,restaurant,Restaurant_ID,Item_Name,Item_Description,Food_Category,Serving_Size,Serving_Size_text,Serving_Size_Unit,Serving_Size_household,Calories,Total_Fat,Saturated_Fat,Trans_Fat,Cholesterol,Sodium,Potassium,Carbohydrates,Protein,Sugar,Dietary_Fiber
155252,2017,Perkins Bagel & Cream Cheese,Perkins,66,Bagel & Cream Cheese,"Bagel & Cream Cheese, Breakfast, Build A Breakfast",Baked Goods,197,,g,,630,41,24,0,120,840,,51,14,5,2
155257,2017,Perkins Peanut Butter Mammoth Muffin,Perkins,66,Peanut Butter Mammoth Muffin,"Peanut Butter Mammoth Muffin w/ Chocolate Chocolate Chip Muffin Batter, Chocolate Icing, Peanut Butter Filling, Reese's Peanut Butter Cups & Smooth Peanut Butter, Specials, Great American Breakfasts",Baked Goods,204,,g,,810,40,11,0,65,740,,97,15,53,5
155262,2017,"Perkins 2% White Milk, Large",Perkins,66,"2% White Milk, Large","2% White Milk, Large, Beverages, Drinks",Beverages,564,,g,Large,340,13,8,0,55,340,,34,23,30,0
155283,2017,Perkins 55+ Cheeseburger,Perkins,66,55+ Cheeseburger,"55+ Cheeseburger w/ Brioche Style Hamburger Bun, Ground Angus Beef Patties,, Sliced American Cheese & Whipped Butter Blend, Seniors & Kids, 55 Lunch & Dinner; Choice of Adding: French Fries or Dinner Salad",Burgers,220,,g,,690,39,12,1.5,110,860,,41,32,8,1
155284,2017,Perkins 55+ Hamburger,Perkins,66,55+ Hamburger,"55+ Hamburger w/ Brioche Style Hamburger Bun, Ground Angus Beef Patties,, Whipped Butter Blend, Seniors & Kids, 55+ Lunch & Dinner; Choice of Adding: French Fries or Dinner Salad",Burgers,199,,g,,610,32,8,1.5,90,560,,40,27,7,1
155288,2017,"Perkins Key Lime Pie, Slice w/ Whipped Cream",Perkins,66,"Key Lime Pie, Slice w/ Whipped Cream","Key Lime Pie, Slice w/ Whipped Cream, Bakery & Desserts, Fruit Pies",Desserts,192,,g,"1 Slice, 1/6 of Pie",620,29,17,1.5,85,300,,79,8,63,0
155289,2017,"Perkins Key Lime Pie, Slice",Perkins,66,"Key Lime Pie, Slice","Key Lime Pie, Slice, Bakery & Desserts, Fruit Pies",Desserts,150,,g,"1 Slice, 1/6 of Pie",440,14,8,1,25,280,,70,8,57,0
155292,2017,Perkins Chocolate Pretzel Caramel Silk Pie,Perkins,66,Chocolate Pretzel Caramel Silk Pie,"Chocolate Pretzel Caramel Silk Pie w/ Butterscotch Caramel Topping, Chocolate Caramel Pretzel Silk Pie Filling, Chocolate Covered Pretzels, Chocolate Curls & Whipped Cream, Specials, Featured Bakery",Desserts,193,,g,,850,59,32,1,245,390,,73,6,46,2
155293,2017,Perkins Fudge Brownie Silk Pie,Perkins,66,Fudge Brownie Silk Pie,"Fudge Brownie Silk Pie w/ Brownie Silk Pie Filling, Chocolate Curls, Chocolate Icing & Whipped Chocolate Cream, Specials, Featured Bakery",Desserts,168,,g,,710,47,23,0,155,390,,69,6,46,2
155328,2017,Perkins Granny's Loaded Hash Browns,Perkins,66,Granny's Loaded Hash Browns,"Granny's Loaded Hash Browns w/ Blended Soybean Oil, Cheese Sauce, Diced Ham, Green Bell Peppers, Hashbrowns, Yellow Onions & Shredded American Cheese, Specials, Great Plates",Fried Potatoes,383,,g,,1230,42,11,1,45,4450,,182,30,13,15
155329,2017,Perkins Country Club Melt,Perkins,66,Country Club Melt,"Country Club Melt w/ Bacon, Oven Roasted Turkey Breast, Sliced American Cheese, Sourdough Bread, Thousand Island Dressing & Whipped Butter Blend, Lunch & Dinners, Handhelds",Sandwiches,392,,g,,1140,72,30,0,180,3450,,67,58,9,2
155330,2017,Perkins Reuben Melt,Perkins,66,Reuben Melt,"Reuben Melt w/ Corned Beef Sliced, Sauerkraut, Sliced Oval Rye Bread, Sliced Swiss Cheese, Thousand Island Dressing & Whipped Butter Blend, Lunch & Dinners, Handhelds",Sandwiches,485,,g,,1090,61,22,0,155,3430,,79,56,5,4
155332,2017,Perkins Cheesy Egg Melt,Perkins,66,Cheesy Egg Melt,"Cheesy Egg Melt w/ Blended Soybean Oil, Large Fresh Eggs, Hashbrowns, Sliced American Cheese, Whipped Butter Blend & White Bread, Specials, Great Plates",Sandwiches,369,,g,,1240,65,24,0.5,490,3320,,125,39,9,8
155334,2017,"Perkins Tomato Basil Soup, Cup",Perkins,66,"Tomato Basil Soup, Cup","Tomato Basil Soup, Cup, Lunch & Dinners, Salads & Soups, On A Side Note",Soup,170,,g,1 Cup,200,15,10,0,50,970,,14,2,3,0
21326,2017,Popeyes Chicken Po Boy Sandwich,Popeyes,69,Chicken Po Boy Sandwich,"Chicken Po Boy Sandwich on French Baguette w/ 2 Hand Crafted Tenders, Lettuce, Pickles & Mayo, Sandwiches & Wraps",Sandwiches,635,,g,,660,34,9,1,75,2120,,61,31,3,3
21330,2017,Popeyes Shrimp Po Boy,Popeyes,69,Shrimp Po Boy,"Shrimp Po Boy, Sandwiches & Wraps",Sandwiches,271,,g,,690,42,13,1,75,2165,,66,42,3,5
21332,2017,Popeyes Egg & Sausage Biscuit,Popeyes,69,Egg & Sausage Biscuit,"Egg & Sausage Biscuit, Breakfast",Sandwiches,186,,g,,690,45,22,0,157,1520,,43,20,2,1
21358,2017,"Popeyes Cajun Fries, Large",Popeyes,69,"Cajun Fries, Large","Cajun Fries, Large, Signature Sides",Fried Potatoes,255,,g,,770,41,16,3.5,25,1700,,89,10,1,7
62893,2017,Popeyes Blackened BBQ Chicken Po Boy,Popeyes,69,Blackened BBQ Chicken Po Boy,"Blackened BBQ Chicken Po Boy, Sandwiches & Wraps",Sandwiches,210,,g,,340,7,1.5,0,50,1030,,49,24,11,2
140667,2017,Qdoba Two Timer,Qdoba,70,Two Timer,"Two Timer in Flour Tortilla w/ Pulled Pork, Salsa Roja, Shredded Cheese, Lettuce, Pico de Gallo, Cotija Cheese & Crispy Taco Shell, Knockout Tacos",Sandwiches,152,,g,,290,13,6,0,55,600,230,28,15,2,3
52254,2017,Round Table Pizza Turkey Santa Fe,Round Table Pizza,75,Turkey Santa Fe,"Turkey Santa Fe, Gourmet Sandwiches, Sandwiches; Choice of Adding: Lay's Potato Chips",Sandwiches,345,,g,,730,40,14,0,90,1660,,57,36,2,3
52014,2017,"Round Table Pizza Big Vinnie Cheese Pizza, Extra Large",Round Table Pizza,75,"Big Vinnie Cheese Pizza, Extra Large","Big Vinnie Cheese Pizza, Specialty Pizza, Pizzas, Extra Large",Pizza,168,,g,1 Slice; 1/8 Pizza,450,17,9,0,55,1070,,54,20,3,3
52255,2017,Round Table Pizza RT Veggie Sandwich,Round Table Pizza,75,RT Veggie Sandwich,"RT Veggie Sandwich, Gourmet Sandwiches, Sandwiches; Choice of Adding: Lay's Potato Chips",Sandwiches,289,,g,,630,32,11,0,50,1740,,65,23,5,5
52015,2017,"Round Table Pizza Big Vinnie Pepperoni Pizza, Extra Large",Round Table Pizza,75,"Big Vinnie Pepperoni Pizza, Extra Large","Big Vinnie Pepperoni Pizza, Specialty Pizza, Pizzas, Extra Large",Pizza,170,,g,1 Slice; 1/8 Pizza,480,20,9,0,60,1240,,53,21,3,3
52253,2017,Round Table Pizza Turkey Pesto,Round Table Pizza,75,Turkey Pesto,"Turkey Pesto, Gourmet Sandwiches, Sandwiches; Choice of Adding: Lay's Potato Chips",Sandwiches,337,,g,,710,37,14,0,90,1600,,56,40,2,3
52127,2017,"Round Table Pizza Maui Zaui on Pan Crust w/ Polynesian Sauce, Medium",Round Table Pizza,75,"Maui Zaui on Pan Crust w/ Polynesian Sauce, Medium","Maui Zaui on Pan Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Medium, 1 Slice",Pizza,155,,g,1 Slice; 1/8 Pizza,370,13,6,0,40,970,,46,16,7,2
52141,2017,"Round Table Pizza Maui Zaui on Pan Crust w/ Zesty Red Sauce, Medium",Round Table Pizza,75,"Maui Zaui on Pan Crust w/ Zesty Red Sauce, Medium","Maui Zaui on Pan Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Medium, 1 Slice",Pizza,157,,g,1 Slice; 1/8 Pizza,360,13,6,0,40,920,,44,16,5,2
52187,2017,"Round Table Pizza Smokehouse Combo on Pan Crust w/ Pepperoni, Medium",Round Table Pizza,75,"Smokehouse Combo on Pan Crust w/ Pepperoni, Medium","Smokehouse Combo on Pan Crust w/ Pepperoni, Specialty Pizza, Medium, 1 Slice",Pizza,157,,g,1 Slice; 1/8 Pizza,390,17,7,0,45,960,,43,17,4,2
52250,2017,Round Table Pizza Chicken Club,Round Table Pizza,75,Chicken Club,"Chicken Club w/ Roasted Chicken, Crisp Bacon, Red Onions, Three Cheese Blend, Lettuce, Roma Tomatoes & Creamy Ranch Sauce, Gourmet Sandwiches, Sandwiches; Choice of Adding: Lay's Potato Chips",Sandwiches,359,,g,,800,43,14,0,135,2300,,59,43,4,3
52251,2017,Round Table Pizza Ham Club,Round Table Pizza,75,Ham Club,"Ham Club w/ Ham, Crisp Bacon, Red Onions, Three Cheese Blend, Lettuce, Roma Tomatoes & Creamy Ranch Sauce, Gourmet Sandwiches, Sandwiches; Choice of Adding: Lay's Potato Chips",Sandwiches,359,,g,,740,40,14,0,100,2440,,60,37,5,3
52252,2017,Round Table Pizza Turkey Club,Round Table Pizza,75,Turkey Club,"Turkey Club, Gourmet Sandwiches, Sandwiches; Choice of Adding: Lay's Potato Chips",Sandwiches,359,,g,,720,38,14,0,95,2090,,59,40,4,3
100425,2017,"Round Table Pizza Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Medium",Round Table Pizza,75,"Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Medium","Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Specialty Pizza, Medium",Pizza,153,,g,1 Slice; 1/8 Pizza,400,13,7,0,45,1040,,44,17,7,2
100438,2017,"Round Table Pizza Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Medium",Round Table Pizza,75,"Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Medium","Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Specialty Pizza, Medium",Pizza,155,,g,1 Slice; 1/8 Pizza,390,13,7,0,45,980,,42,18,5,2
133836,2017,"Round Table Pizza Smokehouse Combo, Chicken on Original Crust, Small, 1 Slice",Round Table Pizza,75,"Smokehouse Combo, Chicken on Original Crust, Small, 1 Slice","Smokehouse Combo, Chicken on Original Crust, Specialty Pizza, Small, 1 Slice",Pizza,250,,g,1 Slice; 1/6 Pizza,250,11,5,0,35,630,,24,13,3,2
133842,2017,"Round Table Pizza Smokehouse Combo, Chicken on Pan Crust, Medium, 1 Slice",Round Table Pizza,75,"Smokehouse Combo, Chicken on Pan Crust, Medium, 1 Slice","Smokehouse Combo, Chicken on Pan Crust, Specialty Pizza, Medium, 1 Slice",Pizza,160,,g,1 Slice; 1/8 Pizza,380,15,7,0,50,920,,43,18,4,2
156403,2017,"Round Table Pizza Chicken Maui Zaui w/ Polynesian Sauce, Pan, Medium",Round Table Pizza,75,"Chicken Maui Zaui w/ Polynesian Sauce, Pan, Medium","Chicken Maui Zaui w/ Polynesian Sauce, Pan, Pizzas, Medium",Pizza,153,,g,1 Slice; 1/8 Pizza,370,14,8,0,40,940,,44,18,7,1
156417,2017,"Round Table Pizza Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Medium",Round Table Pizza,75,"Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Medium","Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Pizzas, Medium",Pizza,153,,g,1 Slice; 1/8 Pizza,360,14,8,0,40,880,,41,18,4,2
156426,2017,"Round Table Pizza Pepperoni Pizza, Original, Personal",Round Table Pizza,75,"Pepperoni Pizza, Original, Personal","Pepperoni Pizza, Original, Pizzas, Personal",Pizza,160,,g,1 Slice; 1/4 Pizza,160,8,3.5,0,25,430,,16,7,1,1
156432,2017,"Round Table Pizza Pepperoni Pizza, Skinny, Medium",Round Table Pizza,75,"Pepperoni Pizza, Skinny, Medium","Pepperoni Pizza, Skinny, Pizzas, Medium",Pizza,230,,g,1 Slice; 1/8 Pizza,230,12,6,0,35,610,,19,11,2,1
22951,2017,"Sbarro 1 Slice, NY Cheese Pizza",Sbarro,77,"1 Slice, NY Cheese Pizza","1 Slice, NY Cheese Pizza w/ 100% Whole Milk Mozzarella, Made From Scratch Dough & Premium Tomato Sauce, XL NY Pizza, Slice & Whole",Pizza,201,,g,1 Slice,430,15,7,0,40,970,,51,21,6,3
22966,2017,"Sbarro 1 Slice, NY Sausage Pizza",Sbarro,77,"1 Slice, NY Sausage Pizza","1 Slice, NY Sausage Pizza, XL NY Pizza, Slice & Whole",Pizza,232,,g,1 Slice,520,24,10,0,60,1390,,50,25,6,4
22972,2017,"Sbarro 1 Slice, NY White Pizza",Sbarro,77,"1 Slice, NY White Pizza","1 Slice, NY White Pizza, XL NY Pizza, Slice & Whole",Pizza,203,,g,1 Slice,480,21,10,0,55,900,,50,22,5,2
995,2017,"Starbucks Sausage, Cheddar & Egg Breakfast Sandwich",Starbucks,80,"Sausage, Cheddar & Egg Breakfast Sandwich","Sausage, Cheddar & Egg Breakfast Sandwich on English Muffin w/ Sausage Patty, Eggs & Cheddar Cheese, Hot Breakfast, Food",Sandwiches,170,,g,,500,28,9,0,165,920,,41,15,3,1
33276,2017,Starbucks Egg Salad Sandwich on Cider Wheat Bread,Starbucks,80,Egg Salad Sandwich on Cider Wheat Bread,"Egg Salad Sandwich on Cider Wheat Bread w/ Egg, Chives, Dill Relish, Dijon Mustard & Arugula, Sandwiches, Paninis & Salads, Food",Sandwiches,187,,g,,480,27,5,0,320,860,,42,16,5,7
102291,2017,Subway Veggie Flatizza,Subway,82,Veggie Flatizza,"Veggie Flatizza, Breakfast & Pizza",Pizza,191,,g,,410,17,8,0,35,850,,45,22,4,2
64176,2017,Starbucks Zesty Chicken & Black Bean Salad Bowl,Starbucks,80,Zesty Chicken & Black Bean Salad Bowl,"Zesty Chicken & Black Bean Salad Bowl w/ Grilled Chicken, Black Beans, Roasted Corn, Jicama, Tomatoes, Feta Cheese, Spring Greens, Quinoa & Mild Chili Vinaigrette, Sandwiches, Paninis & Salads, Food",Salads,269,,g,,360,15,2.5,0,30,840,,38,14,9,8
64178,2017,Starbucks Chicken BLT Salad Sandwich,Starbucks,80,Chicken BLT Salad Sandwich,"Chicken BLT Salad Sandwich on Harvest Wheat Bread w/ Grilled Chicken, Bacon, Roasted Tomatoes, Scallion Lemon Pepper Mayonnaise & Lettuce, Sandwiches, Paninis & Salads, Food",Sandwiches,181,,g,,470,25,4.5,0,60,890,,35,21,3,3
64179,2017,Starbucks Turkey & Havarti Sandwich,Starbucks,80,Turkey & Havarti Sandwich,"Turkey & Havarti Sandwich on Harvest Wheat Bread w/ Turkey, Dill Havarti Cheese, Lettuce & Scallion Mayo, Sandwiches, Paninis & Salads, Food",Sandwiches,173,,g,,460,21,7,0,80,940,,31,29,2,2
102230,2017,Starbucks Slow Roasted Ham & Swiss Breakfast Sandwich,Starbucks,80,Slow Roasted Ham & Swiss Breakfast Sandwich,"Slow Roasted Ham & Swiss Breakfast Sandwich on Croissant Roll w/ Fried Egg Patty, Prosciutto Cotto & Swiss Cheese, Hot Breakfast, Food",Sandwiches,159,,g,,450,23,12,0.5,220,780,,42,24,6,1
102233,2017,Starbucks Turkey Pesto Panini,Starbucks,80,Turkey Pesto Panini,"Turkey Pesto Panini on Ciabatta Roll w/ Turkey Breast, Aged Provolone Cheese, Basil Pesto & Roasted Red Bell Peppers, Sandwiches, Paninis & Salads, Food",Sandwiches,201,,g,,560,23,6,0,75,1230,,55,34,2,3
124321,2017,Starbucks Italian Style Ham & Spicy Salami,Starbucks,80,Italian Style Ham & Spicy Salami,"Italian Style Ham & Spicy Salami on Ciabatta Roll w/ Ham, Calabrese Salami, Red Peppers, Aged Provolone & Olive Tapenade, Sandwiches, Paninis & Salads, Food",Sandwiches,178,,g,,480,20,8,0,65,1100,,49,22,3,3
160126,2017,Starbucks BBQ Chicken w/ Power Slaw Sandwich,Starbucks,80,BBQ Chicken w/ Power Slaw Sandwich,"BBQ Chicken on Potato Flatbread w/ Grilled Chicken, BBQ Sauce, Power Slaw, Yogurt Lime Dressing, Chili Peach Spread & Pepper Jack Cheese, Apple Slices & Baby Carrots, Bistro Boxes, Food",Sandwiches,286,,g,,430,16,4.5,0,55,870,,52,24,20,5
160127,2017,Starbucks Smoked Turkey & Swiss Sandwich,Starbucks,80,Smoked Turkey & Swiss Sandwich,"Smoked Turkey & Swiss Sandwich w/ Applewood Smoked Turkey, Swiss Cheese, Pickled Peppers, Lettuce, Tangy Cream Cheese, Apple Slices & Baby Carrots, Bistro Boxes, Foods",Sandwiches,272,,g,,370,12,6,0,60,940,,44,25,15,5
160128,2017,Starbucks Southwest Style Steak Wrap,Starbucks,80,Southwest Style Steak Wrap,"Southwest Style Steak Wrap w/ Steak, Chimichurri Sauce, Corn, Peppers, Jicama, Lettuce, Black Bean Spread, Potato Tortilla, Chipotle Sauce & Blue Corn Chips, Bistro Boxes, Food",Sandwiches,218,,g,,450,19,5,0,40,830,,52,13,6,6
160129,2017,Starbucks Thai Style Peanut Chicken Wrap,Starbucks,80,Thai Style Peanut Chicken Wrap,"Thai Style Peanut Chicken Wrap w/ Chicken Breast, Peanut Coconut Sauce, Chile Lime Veggie Slaw, Red Bell Peppers, Lettuce, Ginger Cream Cheese, Chile Tortilla & Grapes, Bistro Boxes, Food",Sandwiches,232,,g,,450,20,7,0,35,510,,51,11,20,4
160130,2017,Starbucks Carved Ham & Swiss Breakfast Sandwich,Starbucks,80,Carved Ham & Swiss Breakfast Sandwich,"Carved Ham & Swiss Breakfast Sandwich on Croissant Bun w/ Maple Ham, Swiss Cheese, Scrambled Egg, Hot Breakfast, Food",Sandwiches,175,,g,,490,25,12,0,225,940,,41,25,7,1
160131,2017,Starbucks Ancho Chipotle Chicken Panini,Starbucks,80,Ancho Chipotle Chicken Panini,"Ancho Chipotle Chicken Panini on Ciabatta Bread w/ Chicken Breast, Ancho Chipotle Sauce, Poblano Peppers, Red Onion, Three Chili Gouda Cheese & Cilantro Pesto, Sandwiches, Paninis & Salads, Food",Sandwiches,179,,g,,500,19,7,0,60,1030,,57,26,3,4
160132,2017,Starbucks Chicken Artichoke on Ancient Grain Flatbread,Starbucks,80,Chicken Artichoke on Ancient Grain Flatbread,"Chicken Artichoke on Ancient Grain Flatbread w/ Grilled Chicken Breast, Roasted Artichoke Hearts, Sun Dried Tomato Pesto & Provolone Cheese, Sandwiches, Paninis & Salads, Food, Foods",Sandwiches,181,,g,,510,27,8,0,70,1120,,37,24,1,5
160133,2017,Starbucks Homestyle Chicken & Double Smoked Bacon,Starbucks,80,Homestyle Chicken & Double Smoked Bacon,"Homestyle Chicken & Double Smoked Bacon on Apple Brioche w/ Chicken, Bacon & Maple Mustard, Sandwiches, Paninis & Salads, Food",Sandwiches,161,,g,,480,17,6,0,85,1170,,57,23,9,3
102289,2017,Subway Pepperoni Flatizza,Subway,82,Pepperoni Flatizza,"Pepperoni Flatizza, Breakfast & Pizza",Pizza,181,,g,,500,26,12,0,60,1340,,44,26,4,2
435,2017,"Subway Sweet Onion Chicken Teriyaki, 6 in",Subway,82,"Sweet Onion Chicken Teriyaki, 6 in","Sweet Onion Chicken Teriyaki on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Red Onions, Green Peppers, Cucumbers, Teriyaki Sauce & Sweet Onion Sauce w/out Cheese, 6 in Sandwiches w/ 6 Grams of Fat or Less, Sandwiches, All Sandwiches, Fresh Fit Choices, Sub of the Day, 6 in",Sandwiches,269,,g,,370,4,1,0,50,770,,58,25,16,5
436,2017,"Subway Chicken & Bacon Ranch Melt, 6 in",Subway,82,"Chicken & Bacon Ranch Melt, 6 in","Chicken & Bacon Ranch Melt on 9 Grain Wheat Bread w/ White Meat Chicken, Bacon, Monterey Cheddar Cheese, Cucumbers, Green Peppers, Lettuce, Red Onions, Tomatoes & Ranch Sauce, 6 in Sandwiches, Sandwiches, All Sandwiches, 6 in",Sandwiches,298,,g,,610,30,10,0.5,95,1290,,47,38,8,5
439,2017,"Subway Sweet Onion Chicken Teriyaki, Footlong",Subway,82,"Sweet Onion Chicken Teriyaki, Footlong","Sweet Onion Chicken Teriyaki on 9 Grain Wheat Bread w/ White Meat Chicken Strips, Sweet Onion Sauce, Cucumbers, Green Peppers, Lettuce, Red Onions, Tomatoes & Sweet Onion, All Sandwiches, Fresh Fit Choices, Sub of the Day, Footlong",Sandwiches,537,,g,,730,8,2.5,0,100,1540,,115,50,32,10
440,2017,"Subway Oven Roasted Chicken, 6 in",Subway,82,"Oven Roasted Chicken, 6 in","Oven Roasted Chicken on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, Sandwiches, All Sandwiches, Fresh Fit Choices, Sub of the Day, 6 in",Sandwiches,233,,g,,320,5,1.5,0,45,610,,46,23,8,5
442,2017,"Subway Oven Roasted Chicken, Footlong",Subway,82,"Oven Roasted Chicken, Footlong","Oven Roasted Chicken on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese & Sauce, All Sandwiches, Fresh Fit Choices, Sub of the Day, Footlong",Sandwiches,467,,g,,640,10,2.5,0,90,1220,,91,46,15,11
581,2017,"Subway Spicy Italian, 6 in",Subway,82,"Spicy Italian, 6 in","Spicy Italian on 9 Grain Wheat Bread w/ Pepperoni, Salami, Cheese, Lettuce, Tomatoes, Red Onions, Green Peppers & Cucumbers w/out Sauce, 6 in Sandwiches, Sandwiches, All Sandwiches, 6 in",Sandwiches,221,,g,,480,24,9,0.5,50,1490,,46,20,8,5
582,2017,"Subway Italian BMT, 6 in",Subway,82,"Italian BMT, 6 in","Italian BMT on 9 Grain Wheat Bread w/ Genoa Salami, Pepperoni, Black Forest Ham, Lettuce, Tomatoes, Onions, Green Peppers & Cucumbers w/out Cheese & Sauce, 6 in Sandwiches, All Sandwiches, 6 in",Sandwiches,226,,g,,410,16,6,0,45,1260,,46,20,8,5
701,2017,"Subway Roast Beef, 6 in",Subway,82,"Roast Beef, 6 in","Roast Beef on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Red Onions, Green Peppers & Cucumbers w/out Cheese or Sauce, 6 in Sandwiches w/ 6 Grams of Fat or Less, Sandwiches, All Sandwiches, Fresh Fit Choices, 6 in",Sandwiches,233,,g,,320,5,1.5,0,45,660,,45,25,7,5
703,2017,"Subway Black Forest Ham, 6 in",Subway,82,"Black Forest Ham, 6 in","Black Forest Ham on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Red Onions, Green Peppers & Cucumbers w/out Cheese or Sauce, 6 in Sandwiches w/ 6 Grams of Fat or Less, Sandwiches, All Sandwiches, Fresh Fit Choices, Sub of the Day, 6 in",Sandwiches,219,,g,,290,4.5,1,0,25,800,,46,18,8,5
705,2017,"Subway Cold Cut Combo, 6 in",Subway,82,"Cold Cut Combo, 6 in","Cold Cut Combo on 9 Grain Wheat Bread w/ Turkey, Ham, Salami, Bologna, Lettuce, Tomatoes, Onions, Green Peppers & Cucumbers w/out Cheese or Sauce, 6 in Sandwiches, Sandwiches, All Sandwiches, 6 in",Sandwiches,226,,g,,360,12,3.5,0,45,1030,,46,17,7,5
706,2017,"Subway Subway Club, 6 in",Subway,82,"Subway Club, 6 in","Subway Club on 9 Grain Wheat Bread w/ Turkey Breast, Lean Roast Beef, Black Forest Ham, Lettuce, Tomatoes, Red Onions, Green Peppers & Cucumbers w/out Cheese or Sauce, 6 in Sandwiches w/ 6 Grams of Fat or Less, Sandwiches, All Sandwiches, Fresh Fit Choices, 6 in",Sandwiches,240,,g,,310,4.5,1.5,0,40,840,,46,23,8,5
713,2017,"Subway Roast Beef, Footlong",Subway,82,"Roast Beef, Footlong","Roast Beef on 9 Grain Wheat Bread w/ Lean Roast Beef, Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese & Sauce, All Sandwiches, Fresh Fit Choices, Footlong",Sandwiches,467,,g,,630,10,3.5,0,90,1330,,89,50,15,11
714,2017,"Subway Turkey Breast, Footlong",Subway,82,"Turkey Breast, Footlong","Turkey Breast on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese & Sauce, All Sandwiches, Fresh Fit Choices, Sub of the Day, Footlong",Sandwiches,438,,g,,560,7,2,0,40,1520,,92,35,14,10
717,2017,"Subway Subway Club, Footlong",Subway,82,"Subway Club, Footlong","Subway Club on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese & Sauce, All Sandwiches, Fresh Fit Choices, Footlong",Sandwiches,481,,g,,630,9,3,0,75,1690,,92,47,15,10
758,2017,"Subway Meatball Marinara, 6 in",Subway,82,"Meatball Marinara, 6 in","Meatball Marinara on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Onions, Green Peppers, Cucumber & Marinara Sauce w/out Cheese & Sauce, 6 in Sandwiches, Sandwiches, All Sandwiches, Sub of the Day, 6 in",Sandwiches,301,,g,,480,18,7,1,40,1000,,60,21,12,8
793,2017,"Subway Tuna, 6 in",Subway,82,"Tuna, 6 in","Tuna on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Red Onions, Green Peppers, Cucumbers & Mayo w/out Cheese & Sauce, 6 in Sandwiches, Sandwiches, All Sandwiches, Sub of the Day, 6 in",Sandwiches,237,,g,,480,25,4.5,0,40,580,,44,20,7,5
1795,2017,Subway Oven Roasted Chicken Salad,Subway,82,Oven Roasted Chicken Salad,"Oven Roasted Chicken Salad w/ Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers & Olives w/out Dressing, Chopped Salads w/ 6 g of Fat or Less, Salads",Salads,359,,g,,140,2.5,0.5,0,50,290,,11,19,6,4
1796,2017,Subway Sweet Onion Chicken Teriyaki Salad w/ Sweet Onion Dressing,Subway,82,Sweet Onion Chicken Teriyaki Salad w/ Sweet Onion Dressing,"Sweet Onion Chicken Teriyaki Salad w/ Sweet Onion Dressing, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers & Olives, Chopped Salads w/ 6 g of Fat or Less, Salads",Salads,415,,g,,230,3,0.5,0,50,650,,34,19,23,4
1893,2017,Subway Black Forest Ham Salad,Subway,82,Black Forest Ham Salad,"Black Forest Ham Salad w/ Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers & Olives w/out Dressing, Chopped Salads w/ 6 g of Fat or Less, Salads",Salads,344,,g,,110,3,1,0,25,600,,13,12,8,4
1894,2017,Subway Roast Beef Salad,Subway,82,Roast Beef Salad,"Roast Beef Salad w/ Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers & Olives w/out Dressing, Chopped Salads w/ 6 g of Fat or Less, Salads",Salads,359,,g,,140,3.5,1,0,45,460,,12,19,7,4
1897,2017,Subway Subway Club Salad,Subway,82,Subway Club Salad,"Subway Club Salad w/ Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers & Olives w/out Dressing, Chopped Salads w/ 6 g of Fat or Less, Salads",Salads,366,,g,,140,3.5,1,0,40,640,,13,18,7,4
